anime_id,Name,Score,Genres,Japanese name,Type,Episodes,Aired,Producers,Studios,Source,Duration,Rating,Ranked,Popularity,Favorites
9878,Licca-chan to Yamaneko Hoshi no Tabi,5.97,"Adventure, Fantasy, Kids, Magic",Licca the movie リカちゃん リカちゃんとヤマネコ星の旅,OVA,1,12-Sep-97,"Toho, Takara",Ajia-Do,Unknown,1 hr. 18 min.,G - All Ages,8335,12446,0
9879,Shougakusei no Yuukai Boushi: Yumi-chan Abunai yo!,Unknown,Kids,小学生の誘拐防止　ユミちゃんあぶないよ,OVA,1,21-May-91,Unknown,Unknown,Unknown,15 min.,G - All Ages,12037,14500,1
9880,Esper Mami: Hoshizora no Dancing Doll,5.94,"Fantasy, Shounen",エスパー魔美 星空のダンシングドール,Movie,1,12-Mar-88,Unknown,Shin-Ei Animation,Unknown,41 min.,G - All Ages,8400,12329,1
9881,Chou Supercar Gattiger,6.16,"Action, Cars, Sci-Fi",超スーパーカー ガッタイガー,TV,25,"Oct 4, 1977 to Mar 28, 1978",Wako Productions,Unknown,Unknown,25 min. per ep.,G - All Ages,7521,12134,0
9882,High School Mystery: Gakuen Nanafushigi,Unknown,"Horror, Mystery",ハイスクールミステリー 学園七不思議,TV,41,"Apr 12, 1991 to Mar 13, 1992",Studio Comet,Unknown,Unknown,25 min. per ep.,R - 17+ (violence & profanity),14397,10857,3
9883,Osomatsu-kun (1988),6.7,Comedy,おそ松くん,TV,86,"Feb 13, 1988 to Dec 30, 1989","Fuji TV, Yomiuri Advertising, Fujipacific Music",Studio Pierrot,Manga,24 min. per ep.,G - All Ages,4912,6707,31
9884,Osomatsu-kun,6.46,Comedy,おそ松くん,TV,56,"Feb 5, 1966 to Mar 25, 1967",Mainichi Broadcasting System,Studio Zero,Manga,25 min. per ep.,PG - Children,6112,7958,17
9885,Shin Bikkuriman,Unknown,"Comedy, Fantasy",新ビックリマン,TV,72,"Apr 9, 1989 to Aug 26, 1990",Unknown,Toei Animation,Other,25 min. per ep.,PG - Children,11959,13425,0
9886,Ganbare! Moudouken Serve,Unknown,Slice of Life,がんばれ!盲導犬サーブ,Special,1,18-Dec-88,Unknown,Unknown,Unknown,27 min.,G - All Ages,14076,14684,1
9887,Momoko,5.29,"Hentai, Romance",MoMoKo,OVA,2,"Aug 5, 1990 to Sep 13, 1990",Unknown,Unknown,Unknown,40 min. per ep.,Rx - Hentai,Unknown,10150,4
9888,Shinryaku! Ika Musume Specials,7.3,Comedy,侵略!イカ娘 ミニイカ娘の番外編,Special,2,"May 3, 2011 to May 27, 2011",Unknown,Diomedéa,Unknown,4 min. per ep.,G - All Ages,2347,3638,15
9890,Major: Message,8.21,"Comedy, Drama, Shounen, Sports",メジャー・メッセージ,OVA,1,17-Dec-10,Unknown,SynergySP,Manga,24 min.,PG-13 - Teens 13 or older,300,3282,67
9893,Suite Precure♪,7.27,"Action, Magic, Fantasy, Shoujo",スイート プリキュア♪,TV,48,"Feb 6, 2011 to Jan 29, 2012",Unknown,Toei Animation,Original,24 min. per ep.,G - All Ages,2467,4519,113
9895,The Bathroom,4.24,"Comedy, Dementia",ザ・バスルーム,Movie,1,1970,Unknown,Unknown,Original,9 min.,R - 17+ (violence & profanity),10959,9936,0
9900,Hamster Club,6.44,Kids,ハムスター倶楽部,TV,140,"Oct 2, 2000 to Mar 30, 2001",TV Tokyo,Unknown,Unknown,5 min. per ep.,G - All Ages,6243,11535,0
9902,Hyper ERT,Unknown,Kids,小海白ERT,TV,20,2008,Unknown,Unknown,Unknown,5 min. per ep.,G - All Ages,14555,15534,0
9903,Zhi duoduo Zhi duoduo,Unknown,Kids,智多多知多多,TV,15,2000,Unknown,Unknown,Unknown,5 min. per ep.,G - All Ages,13125,15361,0
9904,Inyouchuu Etsu,6.19,"Hentai, Demons, Supernatural, Magic, Romance, Fantasy",淫妖蟲 悦～怪楽変化退魔録～,OVA,2,"Jan 21, 2011 to Aug 19, 2011",Milky Animation Label,Studio Fantasia,Visual novel,29 min. per ep.,Rx - Hentai,Unknown,6654,25
9905,Captain (TV),Unknown,"Sports, Shounen",キャプテン,TV,26,"Jan 10, 1983 to Jul 4, 1983",Unknown,Eiken,Manga,25 min. per ep.,G - All Ages,13546,11867,2
9906,Sue Cat,Unknown,"Adventure, Music, Shoujo",スーキャット,TV,40,"Jun 4, 1980 to Dec 28, 1980",Asatsu DK,Knack Productions,Unknown,13 min. per ep.,PG - Children,12229,13004,1
9907,Bokura no Live Kimi to no Life,7.09,Music,僕らのLIVE 君とのLIFE,Music,1,13-Aug-10,Lantis,Sunrise,Music,5 min.,PG-13 - Teens 13 or older,3250,3893,101
9910,Shokichi Monogatari,5.57,"Kids, Music",小吉物語,Music,1,11-Nov-09,Unknown,Unknown,Unknown,5 min.,G - All Ages,9484,13745,0
9911,Houkago no Pleiades,6.15,Magic,放課後のプレアデス,ONA,4,1-Feb-11,"Dentsu, Dentsu Razorfish, Dentsu Tec, SUBARU",Gainax,Original,6 min. per ep.,G - All Ages,7568,3982,12
9916,Samurai Giants,6.36,Sports,侍ジャイアンツ,TV,46,"Oct 7, 1973 to Sep 15, 1974",Yomiuri Telecasting,"Madhouse, Tokyo Movie Shinsha",Manga,25 min. per ep.,PG-13 - Teens 13 or older,6613,10617,2
9917,Pokemon Movie 14 White: Victini to Kuroki Eiyuu Zekrom,6.63,"Adventure, Comedy, Drama, Fantasy, Kids",ポケットモンスター ベストウィッシュ 「ビクティニと黒き英雄」,Movie,1,16-Jul-11,Unknown,"Production I.G, Xebec, OLM",Game,1 hr. 36 min.,PG - Children,5222,2556,10
9919,Ao no Exorcist,7.59,"Action, Demons, Fantasy, Shounen, Supernatural",青の祓魔師(エクソシスト),TV,25,"Apr 17, 2011 to Oct 2, 2011","Aniplex, Dentsu, Mainichi Broadcasting System, Movic, Sakura Create, Shueisha",A-1 Pictures,Manga,24 min. per ep.,PG-13 - Teens 13 or older,1292,25,16871
9922,Oretachi ni Tsubasa wa Nai: Under the Innocent Sky.,6.7,"Comedy, Drama, Ecchi, Harem, Romance",俺たちに翼はない -under the innocent sky.,TV,12,"Apr 4, 2011 to Jun 20, 2011","Lantis, Delfi Sound, Marvelous AQL, Studio Jack",Nomad,Visual novel,24 min. per ep.,R+ - Mild Nudity,4916,1731,162
9924,Shukufuku no Campanella: La Campanella Della Benedizione,6.5,"Comedy, Ecchi, Fantasy",祝福のカンパネラ -la campanella della benedizione-,OVA,1,30-Mar-11,AIC,Unknown,Visual novel,29 min.,R+ - Mild Nudity,5909,6323,1
9925,Amagami SS: Tachibana Miya-hen - Imouto,7.24,School,アマガミSS 橘美也編 イモウト,Special,1,29-Apr-11,Pony Canyon,AIC,Visual novel,24 min.,PG-13 - Teens 13 or older,2600,2375,27
9926,Sekaiichi Hatsukoi,7.79,"Comedy, Drama, Romance, Shounen Ai",世界一初恋 TV,TV,12,"Apr 9, 2011 to Jun 25, 2011","Lantis, Kadokawa Shoten, AT-X, DAX Production, KlockWorx",Studio Deen,Manga,23 min. per ep.,PG-13 - Teens 13 or older,849,861,3376
9930,Snow Halation,7.73,Music,Snow halation,Music,1,22-Dec-10,Lantis,Sunrise,Music,6 min.,PG-13 - Teens 13 or older,956,3857,105
9931,Happy Birthday: Inochi Kagayaku Toki,7.15,"Drama, Kids, Slice of Life",ハッピーバースデー 命かがやく瞬間,Movie,1,27-Jul-99,Unknown,Magic Bus,Unknown,1 hr. 19 min.,G - All Ages,2994,7849,17
9934,Nekogami Yaoyorozu,6.64,"Slice of Life, Comedy, Supernatural, Seinen",猫神やおよろず,TV,12,"Jul 9, 2011 to Sep 24, 2011","Sotsu, AT-X, Marvelous AQL, Akita Shoten",AIC PLUS+,Manga,23 min. per ep.,PG-13 - Teens 13 or older,5191,3848,21
9935,Chocolat no Mahou,6.21,"Supernatural, Drama, Magic, Shoujo",ショコラの魔法,OVA,13,"Mar 3, 2011 to Jan 19, 2013",Unknown,SynergySP,Manga,14 min. per ep.,PG-13 - Teens 13 or older,7296,5816,15
9936,Maken-Ki!,6.41,"Action, Ecchi, Harem, Martial Arts, School, Super Power",マケン姫っ！,TV,12,"Oct 5, 2011 to Dec 21, 2011",AIC,AIC Spirits,Manga,25 min. per ep.,R+ - Mild Nudity,6369,680,359
9938,Ikoku Meiro no Croisée The Animation,7.44,"Slice of Life, Historical, Seinen",異国迷路のクロワーゼ The Animation,TV,12,"Jul 4, 2011 to Sep 19, 2011","Media Factory, AT-X, flying DOG, Sony Music Communications, Bushiroad, Good Smile Company, Aoni Entertainment",Satelight,Manga,23 min. per ep.,G - All Ages,1766,2219,167
9939,Kunoichi Sakuya,5.93,Hentai,くのいち・咲夜,OVA,2,"Feb 18, 2011 to Aug 19, 2011",Schoolzone,Unknown,Visual novel,30 min. per ep.,Rx - Hentai,Unknown,8544,4
9940,Mai no Mahou to Katei no Hi,5.91,"Drama, Magic",マイの魔法と家庭の日,Special,1,20-Feb-11,"Lantis, Magic Capsule",P.A. Works,Original,29 min.,PG - Children,8514,9474,2
9941,Tiger & Bunny,7.94,"Action, Mystery, Comedy, Super Power",TIGER & BUNNY （タイガー・アンド・バニー）,TV,25,"Apr 3, 2011 to Sep 18, 2011","Bandai Visual, Mainichi Broadcasting System, Tohokushinsha Film Corporation",Sunrise,Original,24 min. per ep.,PG-13 - Teens 13 or older,628,814,2785
9943,Ore-sama Kingdom,6.26,"Romance, Shoujo",オレ様キングダム,OVA,14,"Feb, 2011 to May, 2013",Unknown,SynergySP,Manga,11 min. per ep.,G - All Ages,7074,7851,6
9944,Hime Gal♥Paradise,Unknown,Shoujo,姫ギャル♥パラダイス,OVA,9,"Dec 28, 2010 to Apr 3, 2012",Unknown,Unknown,Manga,11 min. per ep.,PG - Children,14416,10560,3
9947,Lan Mao,Unknown,"Adventure, Comedy",蓝猫,TV,3057,"Oct 8, 1999 to Aug, 2001",Beijing Sunchime Happy Culture Company,Unknown,Original,11 min. per ep.,PG - Children,15271,11692,0
9948,Wo Wei Ge Kuang,Unknown,Music,我为歌狂,TV,52,"Aug 6, 2001 to 2002",Unknown,Unknown,Original,22 min. per ep.,PG-13 - Teens 13 or older,12863,13520,0
9949,Fuwa Aoyun Manyouji,Unknown,"Comedy, Sports",福娃奥运漫游记,TV,100,2007 to 2008,Unknown,Unknown,Unknown,11 min. per ep.,PG - Children,14031,14862,0
9950,Hulu Xiongdi,6.44,"Action, Super Power",葫芦兄弟,TV,13,1986 to 1987,Unknown,Unknown,Unknown,10 min. per ep.,PG - Children,6217,12687,1
9951,Jiu Se Lu,6.07,Supernatural,九色鹿,Movie,1,1981,Shanghai Animation Film Studio,Unknown,Unknown,24 min.,G - All Ages,7951,10077,2
9952,Wei Qi Shao Nian,Unknown,"Game, Historical",围棋少年,TV,26,"Jul 28, 2005 to 2009",CCTV Animation,Unknown,Unknown,22 min. per ep.,PG - Children,12819,12327,2
9955,Da Zuiba Dudu,Unknown,"Slice of Life, Kids",大嘴巴嘟嘟,TV,52,2007 to 2008,Unknown,Unknown,Unknown,11 min. per ep.,PG - Children,13747,14845,0
9956,The Primitives: Bongo and Grunge,Unknown,Comedy,古惑香蕉頭,TV,52,2005 to 2007,Unknown,Unknown,Unknown,2 min. per ep.,G - All Ages,12483,16005,0
9957,Hoshizora no Violin,6.55,"Historical, Slice of Life",星空のバイオリン,Movie,1,1994,Unknown,Unknown,Unknown,1 hr. 27 min.,G - All Ages,5644,11168,2
9958,Hayate no Gotoku! Heaven Is a Place on Earth,7.17,"Harem, Comedy, Parody, Shounen",劇場版 ハヤテのごとく! HEAVEN IS A PLACE ON EARTH,Movie,1,27-Aug-11,"TV Tokyo, Geneon Universal Entertainment, Shogakukan-Shueisha Productions, Half H.P Studio, Shogakukan Music & Digital Entertainment",Manglobe,Manga,1 hr. 9 min.,PG-13 - Teens 13 or older,2910,2851,43
9959,Raiyantsuuri no Uta,7.07,"Drama, Historical",ライヤンツーリーのうた,Movie,1,21-Jul-94,Mushi Production,Unknown,Unknown,1 hr. 30 min.,G - All Ages,3359,10001,2
9963,Detective Conan Movie 15: Quarter of Silence,8.03,"Adventure, Mystery, Comedy, Police, Shounen",名探偵コナン 沈黙の15分,Movie,1,16-Apr-11,"Shogakukan-Shueisha Productions, Tokyo Movie Shinsha, Toho",TMS Entertainment,Manga,1 hr. 49 min.,G - All Ages,504,2711,32
9965,Soukou Kyojin Z-Knight,Unknown,Mecha,装甲巨神Zナイト,OVA,1,30-Dec-91,Unknown,Sunrise,Unknown,9 min.,PG - Children,12192,13926,0
9967,W: Wish Omake,5.42,"Harem, School, Seinen",W 〜ウィッシュ〜,Special,4,"Feb 25, 2005 to Aug 26, 2005",Picture Magic,Unknown,Visual novel,2 min. per ep.,R+ - Mild Nudity,9885,9892,0
9968,Wana: Hakudaku Mamire no Houkago,6.55,Hentai,輪罠（わな）～白濁まみれの放課後～,OVA,2,"Feb 25, 2011 to Apr 28, 2011",Suzuki Mirano,Unknown,Visual novel,30 min. per ep.,Rx - Hentai,Unknown,6316,19
9969,Gintama',9.08,"Action, Sci-Fi, Comedy, Historical, Parody, Samurai, Shounen",銀魂',TV,51,"Apr 4, 2011 to Mar 26, 2012","TV Tokyo, Aniplex, Dentsu, Trinity Sound, Miracle Robo, Studio Jack, Shueisha",Sunrise,Manga,24 min. per ep.,PG-13 - Teens 13 or older,7,362,6567
9970,Floating Material,6.6,Hentai,Floating Material (フローティングマテリアル),OVA,2,"Feb 25, 2011 to Mar 25, 2011",Unknown,PoRO,Visual novel,30 min. per ep.,Rx - Hentai,Unknown,5330,24
9972,Document Taiyou no Kiba Dagram,6.13,"Drama, Mecha, Military, Sci-Fi, Shounen",ドキュメント 太陽の牙ダグラム,Movie,1,9-Jul-83,Unknown,Sunrise,Unknown,1 hr. 20 min.,R - 17+ (violence & profanity),7643,11469,0
9973,Xi Yang Yang Yu Hui Tai Lang: Zhi Hu Hu Sheng Wei,Unknown,"Adventure, Comedy, Kids",喜羊羊与灰太狼之虎虎生威,Movie,1,29-Jan-10,"Creative Power Entertaining, Alpha Group Co. Ltd.",Unknown,Other,1 hr. 28 min.,G - All Ages,12888,13194,0
9976,Wakaranai Buta,4.87,"Dementia, Drama",わからないブタ,Movie,1,2010,"Calf Studio, Geidai Animation",Unknown,Original,10 min.,PG-13 - Teens 13 or older,10703,11290,1
9978,Kyouryuu Tankentai Born Free,5.87,"Action, Sci-Fi",恐竜探検隊ボーンフリー,TV,25,"Oct 1, 1976 to Mar 25, 1977",Tsuburaya Productions,Sunrise,Unknown,24 min. per ep.,G - All Ages,8645,11408,0
9979,Precure All Stars Movie DX3: Mirai ni Todoke! Sekai wo Tsunagu☆Nijiiro no Hana,7.47,"Action, Fantasy, Magic, Shoujo",映画 プリキュアオールスターズDX3 未来に届け!世界をつなぐ☆虹色の花,Movie,1,19-Mar-11,Asahi Broadcasting,Toei Animation,Original,1 hr. 11 min.,G - All Ages,1661,6648,18
9981,Phi Brain: Kami no Puzzle,7.2,"Action, Game, Mystery, Shounen",ファイ・ブレイン 神のパズル,TV,25,"Oct 2, 2011 to Apr 1, 2012",NHK,Sunrise,Original,25 min. per ep.,PG-13 - Teens 13 or older,2783,1459,242
9982,Fairy Tail OVA,7.52,"Comedy, Ecchi, Fantasy, Magic, Shounen",フェアリーテイル OVA,OVA,5,"Apr 15, 2011 to Jun 17, 2013",Unknown,"Satelight, A-1 Pictures",Manga,27 min. per ep.,PG-13 - Teens 13 or older,1515,1045,590
9988,Otome wa Boku ni Koishiteru: Futari no Elder The Animation,6.85,"Drama, Romance, School",乙女はお姉さまに恋してる ～2人のエルダー～ THE ANIMATION,OVA,3,"Jul 30, 2012 to Oct 1, 2012",Unknown,SILVER LINK.,Visual novel,25 min. per ep.,PG-13 - Teens 13 or older,4214,4158,34
9989,Ano Hi Mita Hana no Namae wo Bokutachi wa Mada Shiranai.,8.42,"Slice of Life, Supernatural, Drama",あの日見た花の名前を僕達はまだ知らない。,TV,11,"Apr 15, 2011 to Jun 24, 2011","Aniplex, Dentsu, Fuji TV, Fujipacific Music",A-1 Pictures,Original,22 min. per ep.,PG-13 - Teens 13 or older,141,53,30271
9990,Midori-ko,6.05,"Dementia, Drama",緑子,Movie,1,24-Sep-11,Mistral Japan,Unknown,Original,55 min.,PG-13 - Teens 13 or older,8053,8164,9
9991,Bremen 4: Jigoku no Naka no Tenshi-tachi,5.88,"Kids, Adventure",ブレーメン４ 地獄の中の天使たち,Special,1,23-Aug-81,Tezuka Productions,Unknown,Unknown,1 hr. 30 min.,G - All Ages,8636,11597,0
9993,Samuraider: Nazo no Tenkousei,Unknown,"Action, Drama, Samurai",サムライダー 謎の転校生,OVA,1,22-Feb-91,Unknown,Unknown,Unknown,50 min.,R - 17+ (violence & profanity),11796,12196,1
9996,Hyouge Mono,7.99,"Historical, Samurai, Seinen",へうげもの,TV,39,"Apr 7, 2011 to Jan 26, 2012","NHK, Sogo Vision",Bee Train,Manga,25 min. per ep.,R - 17+ (violence & profanity),554,3508,258
9998,Chuuhai Lemon: Love 30s - Ame ni Nurete mo,Unknown,"Police, Comedy, Romance, Drama",酎ハイれもんLOVE30S 雨にぬれても,OVA,1,21-Oct-85,"Tsuchida Productions, Wonder Kids",Unknown,Unknown,44 min.,PG-13 - Teens 13 or older,13690,13717,0
9999,One Piece 3D: Mugiwara Chase,7.07,"Action, Adventure, Comedy, Fantasy, Shounen",ONE PIECE 3D 麦わらチェイス,Movie,1,19-Mar-11,Unknown,Toei Animation,Manga,30 min.,PG-13 - Teens 13 or older,3322,2481,62
10000,Esper Mami Special: My Angel Mami-chan,Unknown,"Comedy, Super Power, Supernatural",エスパー魔美スペシャル マイエンジェル魔美ちゃん,Special,1,27-Dec-88,Unknown,Shin-Ei Animation,Unknown,23 min.,PG-13 - Teens 13 or older,13930,13268,1
10003,Kago Shintarou Anime Sakuhin Shuu,5.01,"Comedy, Dementia, Horror, Seinen",駕籠真太郎アニメ作品集,OVA,15,2008,Unknown,Unknown,Original,2 min. per ep.,R+ - Mild Nudity,10606,6961,8
10005,Tetsujin 28-gou: Hakuchuu no Zangetsu,6.43,"Action, Adventure, Mecha, Sci-Fi",鉄人２８号 白昼の残月,Movie,1,31-Mar-07,Unknown,Palm Studio,Unknown,1 hr. 35 min.,G - All Ages,6256,11035,3
10012,Carnival Phantasm,7.89,"Comedy, Parody, Supernatural",カーニバル・ファンタズム,OVA,12,"Aug 14, 2011 to Dec 31, 2011","Bandai Visual, Notes",Lerche,Manga,14 min. per ep.,PG-13 - Teens 13 or older,685,978,1393
10013,Shouwa Monogatari (Movie),6.42,"Drama, Historical",昭和物語,Movie,1,29-Jan-11,WAO World,Unknown,Unknown,1 hr. 40 min.,PG - Children,6344,9792,1
10014,Shouwa Monogatari,6.93,"Drama, Historical",昭和物語 TV,TV,13,"Apr 4, 2011 to Jun 26, 2011",Unknown,WAO World,Original,25 min. per ep.,PG - Children,3879,6452,11
10015,Yu☆Gi☆Oh! Zexal,6.34,"Action, Game, Fantasy, Shounen",遊☆戯☆王ZEXAL,TV,73,"Apr 11, 2011 to Sep 24, 2012","TV Tokyo, Marvelous, Nihon Ad Systems, Digital Works",Gallop,Manga,24 min. per ep.,PG-13 - Teens 13 or older,6701,2163,273
10016,Kizuna Ichigeki,6.59,"Comedy, Martial Arts",キズナ 一撃,Movie,1,5-Mar-11,Imagine,Ascension,Original,24 min.,G - All Ages,5454,6166,2
10017,Dragon Ball: Super Saiya-jin Zetsumetsu Keikaku,6.68,"Sci-Fi, Adventure, Super Power, Martial Arts, Fantasy, Shounen",ドラゴンボール　超サイヤ人絶滅計画,OVA,1,11-Nov-10,Unknown,Toei Animation,Manga,30 min.,PG-13 - Teens 13 or older,5010,2876,20
10020,Ore no Imouto ga Konnani Kawaii Wake ga Nai Specials,7.42,"Slice of Life, Comedy",俺の妹がこんなに可愛いわけがない,ONA,4,"Feb 22, 2011 to May 31, 2011",Aniplex,AIC Build,Light novel,28 min. per ep.,PG-13 - Teens 13 or older,1834,916,200
10029,Coquelicot-zaka kara,7.85,"Historical, Romance, School, Shoujo",コクリコ坂から,Movie,1,16-Jul-11,Nippon Television Network,Studio Ghibli,Manga,1 hr. 35 min.,G - All Ages,738,1194,671
10030,Bakuman. 2nd Season,8.4,"Comedy, Drama, Romance, Shounen",バクマン。2ndシーズン,TV,25,"Oct 1, 2011 to Mar 24, 2012","NHK, Shueisha",J.C.Staff,Manga,24 min. per ep.,PG-13 - Teens 13 or older,153,488,1380
10033,Toriko,7.56,"Action, Adventure, Comedy, Fantasy, Shounen",トリコ,TV,147,"Apr 3, 2011 to Mar 30, 2014","Yomiko Advertising, Fuji TV, Shueisha",Toei Animation,Manga,23 min. per ep.,PG-13 - Teens 13 or older,1406,1384,823
10036,Boku no Chikyuu wo Mamotte: Kiniro no Toki Nagarete,6.59,"Sci-Fi, Music, Drama, Romance, Shoujo","ぼくの地球を守って 	～金色の時 流されて～",Special,1,24-Oct-01,Victor Entertainment,Production I.G,Unknown,27 min.,PG-13 - Teens 13 or older,5434,10013,4
10039,Chinpui Specials,Unknown,Comedy,チンプイ,Special,2,29-Dec-89,Unknown,Production I.G,Unknown,10 min. per ep.,G - All Ages,13627,14368,0
10040,Chinpui: Eri-sama Katsudou Daishashin,Unknown,Comedy,チンプイ エリさま活動大写真,Movie,1,10-Mar-90,Unknown,Shin-Ei Animation,Unknown,40 min.,G - All Ages,13652,13960,0
10043,Sailor Fuku Shinryou Tsumaka,6.11,Hentai,セーラー服心療妻科,OVA,2,"Mar 11, 2011 to Jun 10, 2011",Y.O.U.C,Unknown,Visual novel,30 min. per ep.,Rx - Hentai,Unknown,8138,5
10044,Brave Fire S0.9,Unknown,"Mecha, Sci-Fi",ブレイブファイヤーS0・9,Special,1,29-Apr-87,Tezuka Productions,Unknown,Unknown,6 min.,Unknown,13504,12889,1
10045,Seishun Fuufu Monogatari: Koiko no Mainichi,Unknown,"Comedy, Drama, Ecchi, Romance, Seinen",青春夫婦物語　恋子の毎日,OVA,2,"Sep 22, 1989 to Mar 23, 1990",Unknown,"Artland, Nippon Animation",Manga,50 min. per ep.,R+ - Mild Nudity,11868,12391,2
10048,Fuyu no Semi Special,7.02,"Action, Military, Historical, Drama, Samurai, Yaoi",冬の蝉 ~特別編集版~,OVA,1,26-Mar-08,Unknown,Venet,Manga,1 hr. 38 min.,R+ - Mild Nudity,Unknown,6892,10
10049,Nurarihyon no Mago: Sennen Makyou,8,"Action, Demons, Shounen, Supernatural",ぬらりひょんの孫 千年魔京,TV,24,"Jul 3, 2011 to Dec 18, 2011","Yomiuri Telecasting, Yomiko Advertising, Pony Canyon, Toho, Shueisha, BS11, Imagine",Studio Deen,Manga,23 min. per ep.,PG-13 - Teens 13 or older,539,1093,661
10050,Macross F Music Clip Shuu: Nyankuri,7.32,Music,マクロスF MUSIC CLIP集 娘クリ,Music,1,26-Nov-10,Unknown,Satelight,Original,38 min.,G - All Ages,2257,6979,4
10055,Black Jack: Heian Sento,6.51,Shounen,ブラック・ジャック/平安遷都,Movie,1,1996,Beijing Sharaku Art,Unknown,Manga,10 min.,PG-13 - Teens 13 or older,5851,8859,0
10056,Sore Ike! Anpanman: Kyouryuu Nosshii no Daibouken,Unknown,"Comedy, Fantasy, Kids",それいけ! アンパンマン 恐竜ノッシーの大冒険,Movie,1,17-Jul-93,Unknown,TMS Entertainment,Unknown,1 hr.,PG - Children,12171,14147,0
10057,Sore Ike! Anpanman: Tobe! Tobe! Chibigon,Unknown,"Comedy, Fantasy, Kids",それいけ！アンパンマン とべ! とべ! ちびごん,Movie,1,20-Jul-91,Unknown,TMS Entertainment,Unknown,40 min.,PG - Children,12193,14061,0
10058,Sore Ike! Anpanman: Yuurei Sen wo Yattsukero!!,Unknown,"Comedy, Fantasy, Kids",それいけ！アンパンマン ゆうれい船をやっつけろ！！,Movie,1,29-Jul-95,Unknown,TMS Entertainment,Unknown,56 min.,PG - Children,12182,13962,0
10059,Sore Ike! Anpanman: Tsumiki Shiro no Himitsu,Unknown,"Kids, Fantasy, Comedy",それいけ! アンパンマン つみき城のひみつ,Movie,1,14-Mar-92,Unknown,TMS Entertainment,Unknown,1 hr.,PG - Children,12187,13454,0
10060,Sore Ike! Anpanman: Sora Tobu Ehon to Glass no Kutsu,Unknown,"Comedy, Fantasy, Kids",それいけ!アンパンマン「空とぶ絵本とガラスの靴」,Movie,1,13-Jul-96,Unknown,TMS Entertainment,Unknown,1 hr.,PG - Children,12173,14020,0
10061,Sore Ike! Anpanman: Baikinman no Gyakushuu,Unknown,"Comedy, Fantasy, Kids",それいけ! アンパンマン ばいきんまんの逆襲,Movie,1,7-Jul-90,Unknown,TMS Entertainment,Unknown,1 hr. 10 min.,PG - Children,12121,13797,0
10067,Angel Beats!: Another Epilogue,7.49,"Supernatural, Drama, School",エンジェルビーツ! アナザーエピローグ,Special,1,22-Dec-10,"Aniplex, Visual Art's",P.A. Works,Original,2 min.,PG-13 - Teens 13 or older,1601,708,272
10073,Seikon no Qwaser II,6.39,"Action, Super Power, Supernatural, Ecchi, Seinen",聖痕のクェイサー II,TV,12,"Apr 12, 2011 to Jun 28, 2011",Unknown,Hoods Entertainment,Manga,24 min. per ep.,R+ - Mild Nudity,6444,1283,127
10074,Toriko 3D: Kaimaku Gourmet Adventure!!,6.73,"Action, Adventure, Comedy, Shounen",トリコ３Ｄ 開幕グルメアドベンチャー！！,Movie,1,19-Mar-11,Unknown,Toei Animation,Unknown,40 min.,PG-13 - Teens 13 or older,4775,5982,6
10075,Naruto x UT,7.4,"Action, Comedy, Super Power, Martial Arts, Shounen",NARUTO×UT,OVA,1,1-Jan-11,Unknown,Studio Pierrot,Manga,6 min.,PG-13 - Teens 13 or older,1908,2536,120
10076,Kämpfer für die Liebe,6.5,"Action, Comedy, Ecchi, Shoujo Ai, Super Power",けんぷファー für die Liebe,Special,2,6-Mar-11,"Lantis, DAX Production, RAY",Nomad,Light novel,23 min. per ep.,R+ - Mild Nudity,5916,2193,42
10077,Sango no Umi to Ouji,5.76,Fantasy,サンゴの海と王子,OVA,1,"Feb, 2000",Shinano Kikaku,Unknown,Original,31 min.,PG-13 - Teens 13 or older,8974,12697,0
10079,Hoshizora e Kakaru Hashi,6.78,"Comedy, Ecchi, Harem, Romance, School",星空へ架かる橋,TV,12,"Apr 11, 2011 to Jun 27, 2011","Dentsu, Sotsu, Marvelous, Pony Canyon, feng, PRA, Jumondo",Doga Kobo,Visual novel,25 min. per ep.,R+ - Mild Nudity,4535,1016,328
10080,Kami nomi zo Shiru Sekai II,7.94,"Comedy, Harem, Romance, Shounen, Supernatural",神のみぞ知るセカイ II,TV,12,"Apr 12, 2011 to Jun 28, 2011","TV Tokyo, Geneon Universal Entertainment",Manglobe,Manga,23 min. per ep.,PG-13 - Teens 13 or older,618,423,1026
10083,Shiki Specials,7.81,"Mystery, Horror, Supernatural, Thriller, Vampire",屍鬼,Special,2,"May 25, 2011 to Jun 22, 2011",Aniplex,Daume,Light novel,23 min. per ep.,R - 17+ (violence & profanity),805,2012,92
10087,Fate/Zero,8.34,"Action, Supernatural, Magic, Fantasy",フェイト/ゼロ,TV,13,"Oct 2, 2011 to Dec 25, 2011","Aniplex, Nitroplus, Seikaisha, Notes",ufotable,Light novel,28 min. per ep.,R - 17+ (violence & profanity),192,59,30267
10090,Koukaku Kidoutai: Stand Alone Complex - Solid State Society 3D,7.76,"Military, Sci-Fi, Mystery, Police, Mecha, Seinen",攻殻機動隊 S.A.C. Solid State Society 3D,Movie,1,26-Mar-11,Unknown,Production I.G,Unknown,1 hr. 48 min.,R - 17+ (violence & profanity),895,4375,16
